"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","positive","positive","negative","negative","multiplicative","multiplicative","directional","directional","diminishingReturns","diminishingReturns","stabilizing","stabilizing"
"2","6","10","6","10","6","10","6","10","6","10","6","10"
"3","0.339264343048854","0.402537202059385","0.325353384418204","0.385676760151089","0.333138147082587","0.394542599662508","0.152311029159415","0.165246122536992","0.153319373716973","0.165219296162765","0.151791463714448","0.166094464041344"
"4","0.33779900895845","0.398606896718058","0.325539544963146","0.384186918981475","0.331871693772719","0.391714785005567","0.150654541722547","0.165303224164269","0.15439100291467","0.168065939908463","0.149246736447225","0.165070364179075"
"5","0.329118912209155","0.398059263688926","0.327811078180698","0.379143809576006","0.331101299977714","0.390499432318627","0.150122448125167","0.16558932294679","0.155818200132323","0.167108974428348","0.151057019642568","0.163747581933847"
"6","0.324459145064411","0.38939363568341","0.328916495266879","0.384814170125182","0.325019375948122","0.38575228364157","0.150235481049318","0.16674447270281","0.150237349546499","0.163234133011042","0.149329819591053","0.164951746949186"
"7","0.323391666053805","0.382973303239488","0.327779844831955","0.395651100382607","0.321016707401444","0.393017699930629","0.15007776629256","0.163717103880083","0.153368387884172","0.165219995226973","0.150944728700394","0.166229385527984"
"8","0.326836608577684","0.391860947145713","0.320275096848617","0.391684773751146","0.312293597398243","0.38626712944745","0.152558995575048","0.161762647363112","0.153095933958318","0.161747263792114","0.153302620264317","0.165134426212615"
"9","0.325031581547108","0.394085297603447","0.326329610009099","0.388991917807615","0.333848950792153","0.389152772856249","0.148881969431084","0.166394514607049","0.152938868607426","0.164702110263511","0.14886060228725","0.166940409253871"
"10","0.324245325638492","0.386373115886327","0.329797285729069","0.386577659375917","0.328075154800013","0.385385453450368","0.14954385871665","0.162574999100296","0.155076091134723","0.162119208966946","0.15036781420428","0.164199461499522"
"11","0.340722345969842","0.397886804482646","0.319034244221738","0.383894910912624","0.317360512780222","0.381708545147425","0.150768380507958","0.164731494008109","0.152798655062109","0.165114193236651","0.150076115377074","0.161913310536711"
"12","0.322530503596165","0.387014585328314","0.321686405270527","0.381797237780811","0.325494266879211","0.394453702249321","0.152850545935169","0.16648663875132","0.153828775144011","0.166545568497397","0.148301421539844","0.163762051907898"
