"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","alpha=8","alpha=8","alpha=-8","alpha=-8","alpha=36.5629892630851","alpha=36.5629892630851","alpha=0","alpha=0"
"2","6","10","6","10","6","10","6","10"
"3","0.450904807130307","0.670256041202368","0.258792127216558","0.367804576616589","0.631757711251489","0.784708738132249","0.331888051650292","0.495097270515804"
"4","0.428810616644551","0.687326805559287","0.242116021480385","0.384572412903664","0.628190092008312","0.734986390481126","0.318839914907382","0.516203076253148"
"5","0.441278955178766","0.677260667141416","0.23807807612116","0.333798459848321","0.632123065847727","0.783732631318772","0.322956242230338","0.501298743462337"
"6","0.433968028499046","0.68049168296502","0.238774476598796","0.351714437911522","0.660341955283138","0.795196284347597","0.343911309662811","0.523805632780647"
"7","0.402889664703997","0.67564783810997","0.249590936386403","0.347033088252272","0.623499991469127","0.749128345614535","0.366414024515977","0.482032281619255"
"8","0.414241054716496","0.67815346447171","0.278465943731966","0.38348590224315","0.647366511504374","0.742635467214365","0.316866880975621","0.522196584293328"
"9","0.405666528993723","0.66306831931765","0.270303916300942","0.363917742653148","0.64650114179863","0.755821070712502","0.332828073068815","0.504896552851095"
"10","0.432267159233199","0.69096393547458","0.241227807541838","0.369710837304294","0.667756626737503","0.780505769908329","0.377219345771409","0.520508868353722"
"11","0.414301230928632","0.68013464601163","0.23067738402006","0.383565467579413","0.616972743373768","0.743937914134696","0.348008825893294","0.513654294243099"
"12","0.454299207149938","0.669100774163104","0.258098978247696","0.356733693588235","0.621816683487886","0.765801199324951","0.343075175572019","0.525683224447619"
"13","0.439433359071773","0.693231946224811","0.219598448750275","0.345768837308172","0.639136181453417","0.79916457491541","0.317000297452006","0.536225050859618"
"14","0.434977938613079","0.703190366162001","0.244815895328303","0.336001842113616","0.639974686331628","0.796807486117151","0.354791751020266","0.497786021846293"
"15","0.419414656689655","0.683552343357374","0.221603304980285","0.368169926043872","0.638893451425003","0.773017482717045","0.337221071510033","0.480795193234852"
"16","0.445494593826867","0.691995749354735","0.250770461721665","0.353002684302384","0.616808969483143","0.710478048423628","0.329533427325115","0.513167072458509"
"17","0.426361098326767","0.668402041324067","0.26541451902587","0.359849737792154","0.656735179279476","0.811073515000534","0.311123246393989","0.496046739999116"
"18","0.416108867294113","0.674465556572547","0.247007840173164","0.372110716067918","0.664068391909268","0.793867044581047","0.30842205427865","0.497885998498623"
"19","0.431575725754652","0.677688131440876","0.25373729716539","0.362269380731911","0.629764599408196","0.798299267514194","0.333062690401227","0.508201820945896"
"20","0.445861091838607","0.683177394681642","0.234199682226313","0.352510325424289","0.621978444624164","0.777676441999236","0.30844675903163","0.503548152798338"
"21","0.424752054224639","0.687504846373731","0.22807098990819","0.372435428314441","0.659215812403298","0.801342762857977","0.308535863118658","0.549267347569281"
"22","0.429624704073649","0.705003839142485","0.251475972652506","0.345971455035842","0.626294358606291","0.771904463134046","0.347970476954845","0.532522157509738"
"23","0.416399170234088","0.655964431743325","0.232940085489408","0.334667470087176","0.622609393963929","0.767401528072537","0.356805773889191","0.519309049780964"
"24","0.415872149956021","0.681832701044652","0.225195594398154","0.362113832806894","0.664630519331799","0.829425551309241","0.322906729494056","0.507488084169214"
"25","0.422253550816575","0.673255690516367","0.225291999517388","0.329743095640154","0.626709926441662","0.787892357079183","0.362196406790014","0.526012028347805"
"26","0.422940134451849","0.682096787359124","0.236024738591512","0.363496844971867","0.623491787567274","0.781889771866949","0.324638401945631","0.497836544419235"
"27","0.44601187438951","0.695451169787156","0.231433462061441","0.357868589177651","0.669708828455152","0.765676930080575","0.333740556685295","0.493511577414633"
"28","0.427548334938619","0.689354324525496","0.253601223793485","0.347600612931005","0.677094941864406","0.815109241443959","0.32400417118473","0.513612998726944"
"29","0.420067860787507","0.639746114725676","0.237540070199806","0.34651581837139","0.653821305919716","0.805790585204995","0.313637754629863","0.497204043077596"
"30","0.410173405794104","0.663499188049247","0.256935019470469","0.361046355594573","0.656265850356691","0.83689511900656","0.338973392307434","0.53192269977719"
"31","0.391158744001506","0.684616716165845","0.235864614906711","0.373888841119632","0.638748415566315","0.775858939719224","0.35695834118992","0.525345509194616"
"32","0.427844546786548","0.694484396181932","0.239017452351027","0.356061890100756","0.652099392308632","0.773393878512557","0.307426594013411","0.494138884469011"
"33","0.438957877706296","0.678965661108451","0.249469921753633","0.366156178329338","0.645746558061773","0.741197306438164","0.340907959513256","0.514986209602177"
"34","0.432424334556755","0.674340935554922","0.255276891335949","0.344729689293945","0.616609527593224","0.770510916118169","0.347450369949405","0.502122101754291"
"35","0.408974461412834","0.695673627089815","0.21957927026871","0.343885494136831","0.607081964632175","0.775555073075241","0.346769429421513","0.525941106647066"
"36","0.43379341148123","0.680630559727073","0.233798863891775","0.362301550414891","0.655186241271493","0.811593338221379","0.297401551028877","0.499603794279413"
"37","0.444039557048781","0.673684747444629","0.230434435116382","0.383783322142416","0.622777600368857","0.749520487187039","0.329085484720285","0.548560191509577"
"38","0.426966747481401","0.678916685948039","0.228874300544035","0.36021954091719","0.656862889391067","0.735615652206722","0.333434115543659","0.532613202569687"
"39","0.449482260683395","0.683206923735316","0.23402567765998","0.358163287226203","0.633406259426462","0.756534339692572","0.318502211404203","0.523961554351053"
"40","0.413034757788494","0.676992239928323","0.246882223939038","0.374280159030751","0.585991938804383","0.735394056046696","0.33502620045536","0.522766598939089"
"41","0.45489985134154","0.695145112247151","0.232446027293751","0.355392415888362","0.632661951117418","0.78091625300475","0.337352665208296","0.518099645113421"
"42","0.41852353378192","0.671039157932372","0.244502765094535","0.352144907193413","0.632980565737736","0.752090483473499","0.336422252223529","0.510052981020895"
"43","0.409615042273696","0.664533239627088","0.24231554194314","0.358554516853588","0.619311346128165","0.768506999891507","0.336195279306281","0.510111333083907"
"44","0.439859916811057","0.691375517482284","0.26594550011647","0.358068194208894","0.645679028185974","0.76100795674611","0.322957933203012","0.495464742773371"
"45","0.464328641793401","0.664108112079068","0.23308524341677","0.356242290570368","0.630358179158776","0.805120188155199","0.329412252497812","0.521227096377071"
"46","0.419969990636391","0.675676059786249","0.21550437051602","0.334131506423571","0.656995831510959","0.777380751852728","0.330257078515466","0.528749237568213"
"47","0.432382388761644","0.695483435459738","0.243608564354227","0.378338764932547","0.643143207712635","0.784610319770068","0.338772360163878","0.532262295378172"
"48","0.443886800527515","0.678021391598692","0.237254143213123","0.343650761019247","0.647457247658406","0.801157749468482","0.309055930789988","0.526274547032082"
"49","0.43406557826526","0.691692002292572","0.248703997224477","0.362958348588937","0.636759548192702","0.825270533433156","0.298921566400802","0.511765405833595"
"50","0.421707786969802","0.651935276796992","0.236005455972079","0.347877785921584","0.621171718212187","0.699178059374868","0.325892194826666","0.48652818528113"
"51","0.458275244039629","0.683016027034546","0.251681906000625","0.374888334492267","0.644876037820631","0.80291366300256","0.332626399025787","0.523571038707522"
"52","0.421823704908696","0.658997979659815","0.236229489891425","0.391687424343252","0.615902607670032","0.733680806205099","0.325311536178188","0.497123952754628"
"53","0.427073957723613","0.686247654028078","0.2412629904744","0.369959003941587","0.661458530041785","0.791502263320715","0.331824003382143","0.517998093298551"
"54","0.433480651839814","0.67470278500807","0.234010773830539","0.378996808820053","0.623756559604173","0.76893042959815","0.294750131950299","0.525700591985215"
"55","0.417734424033792","0.675442347209319","0.251745960204634","0.372011940587355","0.639161155367092","0.795828846387786","0.342437635585051","0.518665439647046"
"56","0.416799961966139","0.66647960733836","0.231078188174143","0.345907822517991","0.604787117305287","0.766362129691986","0.306404332592269","0.530085667321018"
"57","0.421827897983711","0.645339987902095","0.239317279045586","0.336397518568012","0.638201666679528","0.788891837045828","0.316611247809809","0.526201434576514"
"58","0.449125777761921","0.683182454707991","0.226218021646579","0.359622128992273","0.637629288536231","0.779827411798202","0.334022454694536","0.527815049481897"
"59","0.445332227632844","0.667605975116743","0.234347339875371","0.361332898305064","0.610319855385046","0.757880025126379","0.335928623593286","0.535492795677741"
"60","0.441082877019429","0.691352658747343","0.238886419129193","0.371147770001661","0.636140071235197","0.785061269665466","0.318014408683315","0.519132139652673"
"61","0.4127732872278","0.676670946324314","0.234351643960295","0.346268451434907","0.662608457035816","0.833868405352529","0.342529972703405","0.549761464336284"
"62","0.442499683421738","0.690273340619294","0.262732035240257","0.360570848512397","0.641267774022159","0.759346107833563","0.311637684180401","0.529494064149097"
"63","0.431265451456487","0.679390383887455","0.224636209026914","0.355696442902817","0.626337921912028","0.78502403456611","0.340176566500076","0.519281753704237"
"64","0.435714414615893","0.692316489070287","0.227297219201597","0.359456151278096","0.665269903495201","0.767995423101361","0.363729611078023","0.527520018689227"
"65","0.420965136128736","0.698516531334684","0.22687121162128","0.360432014881803","0.649093103615558","0.800022237257034","0.319303150001119","0.505857132362162"
"66","0.419192176372768","0.672665050634717","0.211723071764813","0.329735517450051","0.609772039947514","0.75689637091569","0.32694162958937","0.515194013728125"
"67","0.417471667011278","0.676227598954559","0.252901152272173","0.384087397030482","0.634397469672006","0.762885540151626","0.318049843067772","0.52365967926262"
"68","0.436526872875092","0.696097328281618","0.243610162803565","0.365535491959213","0.638284795336382","0.756740362008742","0.325675922074983","0.50619744714533"
"69","0.434182541829977","0.705512901895014","0.227008438155721","0.337511230090532","0.632928266572146","0.784897231168217","0.338719627259903","0.516966936584643"
"70","0.435590739781127","0.676607352669595","0.239847423221529","0.356719132612364","0.672823245444217","0.774416214194324","0.308554110745472","0.519853312785417"
"71","0.436047325535072","0.689554246449337","0.261139793975721","0.36510573927815","0.613311310889573","0.753520092530327","0.316451264548277","0.516799287382129"
"72","0.414204168010585","0.661538593374285","0.252881519008841","0.338585024243634","0.645429741268438","0.787365255531516","0.326648758445011","0.535379856173627"
"73","0.403331718424655","0.698165746606511","0.247713694542079","0.342530231058427","0.617395589321644","0.738634625185618","0.33166508197323","0.531891741663513"
"74","0.452610117845982","0.686386622218032","0.225147651215674","0.350648209975693","0.646294279180949","0.793950886193808","0.318708780290942","0.524393088905861"
"75","0.438060482346418","0.696934450751532","0.23422361254904","0.348653686099992","0.602824844323942","0.742352307356764","0.328548107253139","0.53001671908965"
"76","0.428020518875062","0.647717648883382","0.242490864558155","0.344631860325104","0.645831640407814","0.799376010339784","0.334370404796119","0.507289164676216"
"77","0.409352821199041","0.689336287438207","0.252271750978536","0.332079347142801","0.641229924793947","0.767975283118684","0.333287992541698","0.51946505458432"
"78","0.420899454593699","0.683564857336647","0.230666222846406","0.365012566840011","0.598257083097259","0.816661653691497","0.332013005254897","0.542241257784819"
"79","0.428788862073156","0.665870823620176","0.244093826744964","0.348328083099249","0.610454753817864","0.750819809609706","0.305870505661218","0.512463792585106"
"80","0.443425316432254","0.706810213276476","0.259810969827864","0.354238775400643","0.639507425585572","0.787774073811047","0.321981580622881","0.489263082803487"
"81","0.428682510904566","0.673911844919839","0.248992878115741","0.370899639502285","0.640090549027464","0.761329501314353","0.314511554329235","0.526058050773366"
"82","0.392517917050309","0.659912738314838","0.234521773823374","0.36878760019374","0.616920293267161","0.764106312301158","0.299200297634175","0.541077200629751"
"83","0.44196820093572","0.66850649331942","0.256150132670391","0.32163424422196","0.630354644657265","0.758389486337913","0.333824157682134","0.509587423298595"
"84","0.434995346578593","0.664721415687949","0.233353392057838","0.355704767440346","0.635409880480499","0.792250673583164","0.363108186475414","0.51162881855904"
"85","0.446056250136716","0.705772607072369","0.254117940502849","0.350283934950347","0.643810223618631","0.763865665894692","0.322613042941453","0.503832607976766"
"86","0.451118681081745","0.680586173769374","0.237892497129156","0.347100498469592","0.65726146917493","0.81873194856618","0.313562480462728","0.508600743476947"
"87","0.413786181776918","0.653813187072418","0.222672384300625","0.351793700277647","0.61955084018997","0.771529788819265","0.300579103799505","0.528851484421284"
"88","0.405120992057284","0.674783987370398","0.250107467079329","0.374031512757905","0.645195903769729","0.750862888960413","0.353588460032602","0.544749809937763"
"89","0.408229147453694","0.662279452278655","0.239055577256379","0.363419374161936","0.653146448961393","0.784609431320525","0.324208505229881","0.522048664200064"
"90","0.429932692918154","0.669089095837802","0.23156973786654","0.362268049929314","0.617500694171999","0.791380201685809","0.308244292565087","0.544201454790314"
"91","0.440212720408389","0.668849859896832","0.244472676163508","0.343370396576554","0.62762559526949","0.799842461470998","0.360301831113963","0.540054771586839"
"92","0.413275097311485","0.689017227779649","0.273336248613517","0.332739289886919","0.64551040775222","0.823026747141993","0.326982718623788","0.540700485090995"
"93","0.417557610660611","0.665548939641907","0.237797376383606","0.352738228349664","0.659702429639157","0.776262247424875","0.369208967813573","0.523265655345792"
"94","0.41826792973406","0.69443362175257","0.259950518204884","0.355717805469925","0.660429154050403","0.804201874461563","0.344140005786463","0.534071713082325"
"95","0.385272857667826","0.665662013948055","0.241024365802424","0.363038152985047","0.640672359232003","0.781324614809231","0.329061389903482","0.533803847927865"
"96","0.442004643560716","0.680175575012819","0.256792670682678","0.370260355436392","0.622764303477891","0.766872510906733","0.336547300778087","0.514529141861949"
"97","0.447646943641664","0.686230597501636","0.239108175211755","0.343353406578881","0.6449412488708","0.795265164797477","0.302049462739511","0.483742105314029"
"98","0.42898589705376","0.678980340215192","0.241357319174771","0.357006670632773","0.634614850738504","0.782525547925508","0.326200163243759","0.525036939867429"
"99","0.438323330321962","0.674365134697566","0.265112211168797","0.347508817483354","0.639906503499864","0.757783074271631","0.332756699534752","0.511037851846274"
"100","0.451782565990378","0.686424015351032","0.243975708112317","0.347006113457326","0.64908877736119","0.738466709085555","0.322355502939574","0.530145520103311"
"101","0.438961248950352","0.666958050411895","0.240311512555324","0.350647902289158","0.615272107391127","0.783978305351106","0.307234268302621","0.513150781065535"
"102","0.413608560778486","0.704250467872882","0.27771978936463","0.39066117679646","0.640380931580056","0.768335669544849","0.30982182204576","0.502552513400103"
"103","0.412064914130596","0.687348749759088","0.227108171370547","0.334631983244745","0.652556649461936","0.796989016186053","0.338001050711554","0.506091575015393"
"104","0.428993439386871","0.668571934811095","0.227882093914037","0.336188152596343","0.63603085279561","0.784916345234978","0.331126999821912","0.490200130412133"
"105","0.398885179044916","0.673818408302883","0.241716701256752","0.349429187793603","0.625746889219763","0.775210008256739","0.364366532127236","0.552637366544967"
"106","0.447421591668714","0.66784797836655","0.256631610212517","0.353486974358852","0.64882697152342","0.738354887419612","0.316262420009838","0.54726447446472"
"107","0.432849281508256","0.672813464084587","0.226371848118736","0.370806459660324","0.677298901839809","0.779964380903246","0.318602323606064","0.528218908431071"
"108","0.461233170123269","0.691814995049303","0.226492846413753","0.352500560602223","0.607142372459392","0.775441401027066","0.340787995408091","0.50847590055663"
"109","0.417916607500176","0.703075408136908","0.280673445028345","0.384384778915937","0.650334685584823","0.797238716835638","0.325765358140313","0.524998909998749"
"110","0.454509159886226","0.686155095888038","0.226582112823497","0.345311247952659","0.623657196774038","0.751391697475129","0.32635858318459","0.49571925187018"
"111","0.416811895164804","0.714742735090705","0.249477577207771","0.365479408045696","0.625847720143973","0.813638553640853","0.3231013403326","0.528858884391471"
"112","0.408148302755426","0.678311436722636","0.255632800246421","0.367049071826001","0.621479840440411","0.786407813527741","0.322322277574545","0.496882672188814"
"113","0.43521575172139","0.672702548103823","0.241788198723339","0.372848649503546","0.652639075727286","0.760562938918708","0.305824687156923","0.50343815363016"
"114","0.435273634634555","0.702894814292509","0.262664099451485","0.350358583428869","0.643764399692508","0.769211478596714","0.337735511021522","0.532947147045472"
"115","0.388180728663168","0.680687768075962","0.24779080573765","0.348781245525262","0.64062638858613","0.795953631649378","0.359533446109232","0.524863333713748"
"116","0.452292642861592","0.685117359434549","0.218983664365337","0.335692697214307","0.65850844951159","0.830570219785677","0.334856715317446","0.514613355120025"
"117","0.429267458585515","0.681891916137397","0.254228490073868","0.354387477503346","0.626978603826878","0.761173692848054","0.340288708620791","0.510168629138898"
"118","0.414791583783708","0.65794775128467","0.236422268414119","0.361066679963126","0.631179705990129","0.758504879328268","0.324573142697238","0.52506163969065"
"119","0.398359187959611","0.663336985388344","0.239455726174165","0.367512704728487","0.647887900970219","0.800717308715785","0.333882286634933","0.525545088123768"
"120","0.461954830505321","0.690759916775904","0.231315226714623","0.327117258131654","0.62686202684485","0.814819238233372","0.339186914090114","0.532563571278131"
"121","0.401030418304396","0.673688536549278","0.256809386064369","0.359014162565809","0.66332894994144","0.786145576187373","0.328386295241934","0.517444947952566"
"122","0.449191518091343","0.673928992909247","0.231983243587067","0.343958708585526","0.614026672897789","0.762702431017157","0.334470556122489","0.502871730233909"
"123","0.405287206126076","0.681609012572926","0.233052244005377","0.346112388505137","0.656267976418883","0.805260393562906","0.343373357988927","0.535197428919618"
