"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","positive","positive","negative","negative","multiplicative","multiplicative","directional","directional","diminishingReturns","diminishingReturns","stabilizing","stabilizing"
"2","6","10","6","10","6","10","6","10","6","10","6","10"
"3","0.413836438001621","0.660696140356852","0.208253309020051","0.335019554322038","0.320742779619332","0.523113101017703","0.237099435094396","0.342411884078913","0.29222162887529","0.384583253057147","0.303999934298146","0.428140190543702"
"4","0.389190411702245","0.641286410053832","0.218709957389199","0.335142435762949","0.311818170678971","0.511309705480624","0.243156514464625","0.345882845460492","0.291079620508225","0.367608607545186","0.298502425881148","0.404961501616936"
"5","0.420153020291362","0.679098062793731","0.227821174120403","0.330844405068109","0.348724122841571","0.518828011505596","0.244679155941092","0.35599504180671","0.285681041858548","0.361006587124883","0.301085664062707","0.403791843478852"
"6","0.428185948337412","0.676118294893363","0.200672217714443","0.34391727194918","0.334686189694532","0.539200265153222","0.286544591385566","0.365430027484791","0.294092110493306","0.361247451477304","0.333729838251631","0.405136784951229"
"7","0.423079859988393","0.657852088039372","0.213461931759747","0.337126832063643","0.330339645396102","0.524887903151795","0.277690928094934","0.374297322651092","0.291857783070875","0.366065362103273","0.326690214145991","0.425125340128219"
"8","0.406938302097547","0.679124895853952","0.206141265940788","0.336197168217241","0.305433377561522","0.530253232107506","0.27458733555129","0.366738204865906","0.275284902380661","0.351972544742731","0.307551691922485","0.40237493331671"
"9","0.403101283393743","0.660395398912545","0.229913652411809","0.369817658082423","0.324502545567372","0.51817376911881","0.244755549948512","0.338199992008652","0.287196376132466","0.356026894988504","0.329963746757052","0.430050989901852"
"10","0.410069207030842","0.670809841755507","0.246249691594366","0.332814389756742","0.304804572705243","0.481398044507686","0.289488059166041","0.364491294178668","0.287599991278736","0.351031194062718","0.308637849400009","0.436675729059372"
"11","0.403146390080317","0.67219742438959","0.233025255382982","0.333490311459092","0.323710227878628","0.493037751099074","0.268022911324072","0.358319105458939","0.297992680174848","0.360510333589478","0.303920749440371","0.417466759085391"
"12","0.41829955159347","0.686550351093873","0.21050106306671","0.33008445000848","0.30951832525438","0.503546061515573","0.257151920541269","0.373571099599083","0.273270059267925","0.355711441232099","0.308430463873608","0.420399727005616"
