5074,1,8,0,0,0,0,0
1758,1,8,0,0,0,0,0
30898,1,8,0,0,0,0,0
6473,1,8,0,0,0,0,0
14402,1,8,0,0,0,0,0
3471,1,8,0,0,0,0,0
3097,1,8,0,0,0,0,0
17903,1,8,0,0,0,0,0
3306,1,8,0,0,0,0,0
8102,1,8,0,0,0,0,0
1524,1,8,0,0,0,0,0
23287,1,8,0,0,0,0,0
9147,1,8,0,0,0,0,0
16901,1,8,0,0,0,0,0
15636,1,8,0,0,0,0,0
21439,1,8,0,0,0,0,0
7565,1,8,0,0,0,0,0
15412,1,8,0,0,0,0,0
18446,1,8,0,0,0,0,0
20253,1,8,0,0,0,0,0
24962,1,8,0,0,0,0,0
26335,1,8,0,0,0,0,0
14739,1,8,0,0,0,0,0
29804,1,8,0,0,0,0,0
10396,1,8,0,0,0,0,0
7664,1,8,0,0,0,0,0
12634,1,8,0,0,0,0,0
24552,1,8,0,0,0,0,0
7237,1,8,0,0,0,0,0
28759,1,8,0,0,0,0,0
19810,1,8,0,0,0,0,0
18464,1,8,0,0,0,0,0
23664,1,8,0,0,0,0,0
18433,1,8,0,0,0,0,0
13670,1,8,0,0,0,0,0
10511,1,8,0,0,0,0,0
26304,1,8,0,0,0,0,0
23670,1,8,0,0,0,0,0
17838,1,8,0,0,0,0,0
22033,1,8,0,0,0,0,0
4419,1,8,0,0,0,0,0
10956,1,8,0,0,0,0,0
18108,1,8,0,0,0,0,0
11640,1,8,0,0,0,0,0
17498,1,8,0,0,0,0,0
23346,1,8,0,0,0,0,0
28758,1,8,0,0,0,0,0
22630,1,8,0,0,0,0,0
26756,1,8,0,0,0,0,0
27495,1,8,0,0,0,0,0
23744,1,8,0,0,0,0,0
7587,1,8,0,0,0,0,0
22114,1,8,0,0,0,0,0
6110,1,8,0,0,0,0,0
5804,1,8,0,0,0,0,0
31835,1,8,0,0,0,0,0
1776,1,8,0,0,0,0,0
19326,1,8,0,0,0,0,0
22390,1,8,0,0,0,0,0
26733,1,8,0,0,0,0,0
3876,1,8,0,0,0,0,0
13195,1,8,0,0,0,0,0
23819,1,8,0,0,0,0,0
25063,1,8,0,0,0,0,0
32741,1,8,0,0,0,0,0
21608,1,8,0,0,0,0,0
18216,1,8,0,0,0,0,0
19824,1,8,0,0,0,0,0
7889,1,8,0,0,0,0,0
4573,1,8,0,0,0,0,0
17686,1,8,0,0,0,0,0
25916,1,8,0,0,0,0,0
1547,1,8,0,0,0,0,0
25730,1,8,0,0,0,0,0
28981,1,8,0,0,0,0,0
32528,1,8,0,0,0,0,0
15207,1,8,0,0,0,0,0
2038,1,8,0,0,0,0,0
626,1,8,0,0,0,0,0
6319,1,8,0,0,0,0,0
13912,1,8,0,0,0,0,0
5342,1,8,0,0,0,0,0
2349,1,8,0,0,0,0,0
29479,1,8,0,0,0,0,0
893,1,8,0,0,0,0,0
28683,1,8,0,0,0,0,0
22947,1,8,0,0,0,0,0
27598,1,8,0,0,0,0,0
1497,1,8,0,0,0,0,0
31514,1,8,0,0,0,0,0
29013,1,8,0,0,0,0,0
24625,1,8,0,0,0,0,0
32109,1,8,0,0,0,0,0
27240,1,8,0,0,0,0,0
25756,1,8,0,0,0,0,0
32696,1,8,0,0,0,0,0
8925,1,8,0,0,0,0,0
22148,1,8,0,0,0,0,0
9021,1,8,0,0,0,0,0
5068,1,8,0,0,0,0,0
28761,1,8,0,0,0,0,0
21959,1,8,0,0,0,0,0
10871,1,8,0,0,0,0,0
8482,1,8,0,0,0,0,0
23697,1,8,0,0,0,0,0
12216,1,8,0,0,0,0,0
28827,1,8,0,0,0,0,0
637,1,8,0,0,0,0,0
19248,1,8,0,0,0,0,0
26334,1,8,0,0,0,0,0
12603,1,8,0,0,0,0,0
8394,1,8,0,0,0,0,0
4282,1,8,0,0,0,0,0
8596,1,8,0,0,0,0,0
10486,1,8,0,0,0,0,0
8552,1,8,0,0,0,0,0
22048,1,8,0,0,0,0,0
12939,1,8,0,0,0,0,0
31452,1,8,0,0,0,0,0
20388,1,8,0,0,0,0,0
19962,1,8,0,0,0,0,0
7280,1,8,0,0,0,0,0
25232,1,8,0,0,0,0,0
30479,1,8,0,0,0,0,0
11536,1,8,0,0,0,0,0
12666,1,8,0,0,0,0,0
1841,1,8,0,0,0,0,0
26793,1,8,0,0,0,0,0
24237,1,8,0,0,0,0,0
30145,1,8,0,0,0,0,0
7963,1,8,0,0,0,0,0
28070,1,8,0,0,0,0,0
8107,1,8,0,0,0,0,0
26683,1,8,0,0,0,0,0
19035,1,8,0,0,0,0,0
25168,1,8,0,0,0,0,0
24774,1,8,0,0,0,0,0
15364,1,8,0,0,0,0,0
11574,1,8,0,0,0,0,0
3092,1,8,0,0,0,0,0
29622,1,8,0,0,0,0,0
12786,1,8,0,0,0,0,0
26231,1,8,0,0,0,0,0
4647,1,8,0,0,0,0,0
29433,1,8,0,0,0,0,0
22833,1,8,0,0,0,0,0
17143,1,8,0,0,0,0,0
18715,1,8,0,0,0,0,0
19047,1,8,0,0,0,0,0
19716,1,8,0,0,0,0,0
15505,1,8,0,0,0,0,0
32340,1,8,0,0,0,0,0
25160,1,8,0,0,0,0,0
3791,1,8,0,0,0,0,0
5991,1,8,0,0,0,0,0
21660,1,8,0,0,0,0,0
2840,1,8,0,0,0,0,0
22037,1,8,0,0,0,0,0
8270,1,8,0,0,0,0,0
19432,1,8,0,0,0,0,0
25089,1,8,0,0,0,0,0
22226,1,8,0,0,0,0,0
23032,1,8,0,0,0,0,0
17332,1,8,0,0,0,0,0
693,1,8,0,0,0,0,0
27879,1,8,0,0,0,0,0
15388,1,8,0,0,0,0,0
21831,1,8,0,0,0,0,0
16576,1,8,0,0,0,0,0
28123,1,8,0,0,0,0,0
20554,1,8,0,0,0,0,0
13675,1,8,0,0,0,0,0
16376,1,8,0,0,0,0,0
7839,1,8,0,0,0,0,0
29175,1,8,0,0,0,0,0
30667,1,8,0,0,0,0,0
8771,1,8,0,0,0,0,0
9948,1,8,0,0,0,0,0
24428,1,8,0,0,0,0,0
16430,1,8,0,0,0,0,0
7362,1,8,0,0,0,0,0
773,1,8,0,0,0,0,0
22522,1,8,0,0,0,0,0
3906,1,8,0,0,0,0,0
32106,1,8,0,0,0,0,0
1862,1,8,0,0,0,0,0
5305,1,8,0,0,0,0,0
30455,1,8,0,0,0,0,0
24517,1,8,0,0,0,0,0
