"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","positive","positive","negative","negative","multiplicative","multiplicative","directional","directional","diminishingReturns","diminishingReturns","stabilizing","stabilizing"
"2","6","10","6","10","6","10","6","10","6","10","6","10"
"3","0.399699810851902","0.581662958550556","0.270851579684503","0.402639715450727","0.337028123835196","0.491850645627647","0.241623302535178","0.357397041998758","0.287962585136365","0.398242240883361","0.333214109668272","0.414181678155306"
"4","0.38139844431689","0.58507326151133","0.224258400087231","0.374975662739716","0.337254306165213","0.489057638411198","0.231461764366554","0.335631994296965","0.272648746751655","0.337873635386114","0.349294893156117","0.441286890518244"
"5","0.366209839328363","0.567054701662716","0.279683492870876","0.471635395029563","0.337048222828795","0.500052931690282","0.254606839977301","0.324517646041845","0.299342979469485","0.403811400958117","0.291190572934304","0.436089924562336"
"6","0.385187840507729","0.575728757601624","0.247124877689898","0.360557286153827","0.296416195154998","0.507985266927292","0.247683953154973","0.326744119346063","0.26872508892808","0.353143460657017","0.324859397465196","0.44998250477727"
"7","0.423748710954221","0.630900719612023","0.260826184106229","0.445874814122512","0.374393805200791","0.58397367403389","0.254877152379472","0.351874591987883","0.297033680373253","0.381085874091084","0.31318871983039","0.458803830856182"
"8","0.424745571170733","0.59816174409128","0.271230736140574","0.401841936958926","0.310474321443844","0.49148357804534","0.268729179661505","0.322408184181922","0.270210613982289","0.352653765754408","0.286062276479348","0.433474823205701"
"9","0.377966233490983","0.551619030441247","0.233820491924373","0.384564146896848","0.306645035948634","0.49016040885139","0.244660523349227","0.338461526012592","0.281183701441258","0.373718882108319","0.321306921079996","0.397946645495546"
"10","0.391072055743802","0.581443522145896","0.238424492658657","0.392123403740352","0.286679923248311","0.485727883503228","0.221590832830218","0.330779080551311","0.290000114384634","0.380832927513941","0.320790314436847","0.435120361008489"
"11","0.40098249614387","0.624750416327452","0.226411677998557","0.374623182969413","0.320167616275815","0.500609184830904","0.255815375068117","0.364414237081119","0.292674525048261","0.33761573996488","0.366939127223098","0.445803112326746"
"12","0.424153246995119","0.62001850422865","0.258752558628993","0.424550260756977","0.329971080688967","0.50715467247119","0.221368852673438","0.329859482150881","0.287401522112773","0.387367548446183","0.333384348540187","0.423957342774482"
