"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","positive","positive","negative","negative","multiplicative","multiplicative","directional","directional","diminishingReturns","diminishingReturns","stabilizing","stabilizing"
"2","6","10","6","10","6","10","6","10","6","10","6","10"
"3","0.303449717093855","0.365664649284481","0.288593843500942","0.34765354542736","0.297674405470468","0.357614999296636","0.107576364485895","0.121113529811772","0.112152721571387","0.12089963717603","0.107505978337742","0.120871390670984"
"4","0.302473684937002","0.361217660562402","0.289115269078619","0.347757179934967","0.295423120067232","0.355201103679019","0.107405992507557","0.120110130117149","0.111216037045677","0.122528464321788","0.109467206306548","0.121868849185614"
"5","0.293400896664413","0.36200942794406","0.291522427761752","0.342718672672588","0.293660328695944","0.353717582914832","0.107995262557564","0.122035132555285","0.110895072277666","0.12189429282918","0.107692159179953","0.120066892831632"
"6","0.2853134210683","0.350651630536075","0.290509800048547","0.347020735069831","0.28982560136836","0.349519554384478","0.109407740781938","0.123567515487452","0.108879453585482","0.120473156387889","0.106946211535716","0.120150908361198"
"7","0.28628752290589","0.346971262597781","0.292868094072426","0.358236680012742","0.288528575017908","0.358800971893226","0.106027989276122","0.121743948681735","0.11289865386371","0.119806535818762","0.109208686323805","0.121250604745071"
"8","0.291166684633334","0.353165771659306","0.282657248457047","0.355209497453997","0.274059184748273","0.350765737060703","0.108776782726551","0.118347086270304","0.109552113036709","0.120414681936479","0.110771109901255","0.119116580378753"
"9","0.287131172497317","0.355433981924613","0.287556660441688","0.351293067719861","0.299983935915139","0.350686115452932","0.108847260120331","0.121816113364052","0.110514949231665","0.121679053308992","0.106534073046536","0.123763321925194"
"10","0.289026962940445","0.347501774763425","0.292205441672642","0.348769759975179","0.291361631025968","0.347124202760794","0.106861986126358","0.115855235979563","0.111256160614212","0.119978542823789","0.107961955990239","0.121722555034194"
"11","0.302916862085258","0.361534175296569","0.281946062704117","0.347437990383366","0.279765744538609","0.343217592851597","0.10924605316479","0.120078588992118","0.109849156229702","0.119682169439826","0.107693724285173","0.116918291079841"
"12","0.285336109365913","0.350723014122034","0.283008605683118","0.34359946818521","0.289550348572751","0.356180915909133","0.108824840792373","0.122635379274158","0.110440752012106","0.122592602274698","0.105757600697178","0.121591472227609"
