3472767281,1,8,0,0,0,0,0,10,0
1598068153,1,8,0,0,0,0,0,10,1
6469878409,1,8,0,0,0,0,0,10,2
2420158339,1,8,0,0,0,0,0,10,3
8425252978,1,8,0,0,0,0,0,10,4
7317952910,1,8,0,0,0,0,0,10,5
136379494,1,8,0,0,0,0,0,10,6
9066631178,1,8,0,0,0,0,0,10,7
7461204008,1,8,0,0,0,0,0,10,8
6605059044,1,8,0,0,0,0,0,10,9
12011532814,1,8,0,0,0,0,0,10,10
12279369525,1,8,0,0,0,0,0,10,11
7970672614,1,8,0,0,0,0,0,10,12
16419762389,1,8,0,0,0,0,0,10,13
7011280254,1,8,0,0,0,0,0,10,14
795652610,1,8,0,0,0,0,0,10,15
15237801967,1,8,0,0,0,0,0,10,16
2831596883,1,8,0,0,0,0,0,10,17
9017210,1,8,0,0,0,0,0,10,18
16102476400,1,8,0,0,0,0,0,10,19
5700453012,1,8,0,0,0,0,0,10,20
4967307682,1,8,0,0,0,0,0,10,21
16044020752,1,8,0,0,0,0,0,10,22
4060114854,1,8,0,0,0,0,0,10,23
16032137604,1,8,0,0,0,0,0,10,24
8939817340,1,8,0,0,0,0,0,10,25
12251830183,1,8,0,0,0,0,0,10,26
10597390206,1,8,0,0,0,0,0,10,27
9865416116,1,8,0,0,0,0,0,10,28
16836730647,1,8,0,0,0,0,0,10,29
14504317010,1,8,0,0,0,0,0,10,30
2813294198,1,8,0,0,0,0,0,10,31
15361524108,1,8,0,0,0,0,0,10,32
2023802479,1,8,0,0,0,0,0,10,33
16250227793,1,8,0,0,0,0,0,10,34
8750330710,1,8,0,0,0,0,0,10,35
3721081514,1,8,0,0,0,0,0,10,36
6760103778,1,8,0,0,0,0,0,10,37
1820000987,1,8,0,0,0,0,0,10,38
15856599710,1,8,0,0,0,0,0,10,39
15576596671,1,8,0,0,0,0,0,10,40
11699350519,1,8,0,0,0,0,0,10,41
8290397289,1,8,0,0,0,0,0,10,42
5859097492,1,8,0,0,0,0,0,10,43
5818009649,1,8,0,0,0,0,0,10,44
11998187520,1,8,0,0,0,0,0,10,45
6143399745,1,8,0,0,0,0,0,10,46
1191819200,1,8,0,0,0,0,0,10,47
6053161639,1,8,0,0,0,0,0,10,48
8359986614,1,8,0,0,0,0,0,10,49
12095204106,1,8,0,0,0,0,0,10,50
3389570615,1,8,0,0,0,0,0,10,51
13347300972,1,8,0,0,0,0,0,10,52
8612901165,1,8,0,0,0,0,0,10,53
13174823638,1,8,0,0,0,0,0,10,54
2420165228,1,8,0,0,0,0,0,10,55
7706498335,1,8,0,0,0,0,0,10,56
9807586912,1,8,0,0,0,0,0,10,57
14230974228,1,8,0,0,0,0,0,10,58
10872562011,1,8,0,0,0,0,0,10,59
12964797283,1,8,0,0,0,0,0,10,60
7695141870,1,8,0,0,0,0,0,10,61
813952513,1,8,0,0,0,0,0,10,62
7933063748,1,8,0,0,0,0,0,10,63
12793918067,1,8,0,0,0,0,0,10,64
10268542110,1,8,0,0,0,0,0,10,65
11624334165,1,8,0,0,0,0,0,10,66
8461726784,1,8,0,0,0,0,0,10,67
4642610225,1,8,0,0,0,0,0,10,68
15274266867,1,8,0,0,0,0,0,10,69
7407334880,1,8,0,0,0,0,0,10,70
10068580865,1,8,0,0,0,0,0,10,71
2507895800,1,8,0,0,0,0,0,10,72
1152239506,1,8,0,0,0,0,0,10,73
9215128307,1,8,0,0,0,0,0,10,74
5702647180,1,8,0,0,0,0,0,10,75
14890333379,1,8,0,0,0,0,0,10,76
13957879557,1,8,0,0,0,0,0,10,77
5072514287,1,8,0,0,0,0,0,10,78
2944206758,1,8,0,0,0,0,0,10,79
14284030770,1,8,0,0,0,0,0,10,80
5927786162,1,8,0,0,0,0,0,10,81
6661841277,1,8,0,0,0,0,0,10,82
12436463878,1,8,0,0,0,0,0,10,83
16751110987,1,8,0,0,0,0,0,10,84
1897664690,1,8,0,0,0,0,0,10,85
7932513152,1,8,0,0,0,0,0,10,86
10807175232,1,8,0,0,0,0,0,10,87
14576237701,1,8,0,0,0,0,0,10,88
13055329180,1,8,0,0,0,0,0,10,89
14781233731,1,8,0,0,0,0,0,10,90
1684711957,1,8,0,0,0,0,0,10,91
8996753240,1,8,0,0,0,0,0,10,92
