"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","positive","positive","negative","negative","multiplicative","multiplicative","directional","directional","diminishingReturns","diminishingReturns","stabilizing","stabilizing"
"2","6","10","6","10","6","10","6","10","6","10","6","10"
"3","0.512009549467256","0.796719921018627","0.257866903479923","0.398131571127735","0.38621556121912","0.610318211177449","0.294461197361743","0.36253580900823","0.299717659938671","0.381649787392746","0.335320512550433","0.406280991758417"
"4","0.522412084694573","0.795720628111591","0.266827691897589","0.391737963889205","0.387466106844046","0.628516823654631","0.287234737316845","0.364373699716633","0.298257344215841","0.386563847648983","0.342634012769462","0.437489580171233"
"5","0.517180065189841","0.786351334529922","0.274331722904959","0.41694471192306","0.43183702560059","0.626002199742628","0.29558829010884","0.377525624456923","0.305062436404198","0.381589030156574","0.333868340729277","0.40708090109462"
"6","0.520945817469521","0.761119722342812","0.271776472644747","0.392764534493064","0.416572240203723","0.625909555188428","0.304676388351309","0.382142082281361","0.317451651696352","0.403233474567447","0.330807754488538","0.404117544892947"
"7","0.519654387237133","0.783019760618541","0.296393240179137","0.414511925379549","0.402607582430196","0.616527169461756","0.299054656960521","0.378548782338171","0.310274253846021","0.405260078626958","0.342920265486519","0.41244364418875"
"8","0.52134518915076","0.778203993485664","0.271518952753733","0.440409944884606","0.371308353818868","0.595432316473833","0.302336545482905","0.386609564598311","0.285984319208926","0.370965279347637","0.327166153847121","0.414756057153344"
"9","0.527474517380699","0.790670172872622","0.272947711463233","0.407899429184744","0.384297112416602","0.603620652091106","0.291023397706255","0.386039849614444","0.292800457824029","0.38989105632751","0.316255063829691","0.405748504878864"
"10","0.498497978417199","0.78891530372266","0.271772562123659","0.403332481472625","0.373416498948077","0.593333144695482","0.269552766667465","0.3766245038415","0.313952627721306","0.39563334793507","0.34544851463061","0.429380876031884"
"11","0.543358688039332","0.777022076779227","0.289141906435323","0.41862668702441","0.395923667658662","0.626428800973815","0.279560218673096","0.384874932328206","0.308047141356044","0.363793739102427","0.346009317938728","0.429761305178216"
"12","0.525764517103627","0.788578751173044","0.26855795486241","0.405536530299672","0.384147564366548","0.614084246642038","0.281043645485743","0.387634906595077","0.329457205954294","0.399426495404094","0.326183802741683","0.384751051559289"
